item_id	classification	issue	projects	evidence_or_note
7sketches:2.5.2:def90	PARTIAL	#799	6	Seven Sketches 2.5: Unital commutative quantales — the class and its join vocabulary
7sketches:2.5.1:example83	ABSENT	#800	6	Seven Sketches 2.5: Cost is monoidal closed by truncated subtraction, and is a quantale
7sketches:2.5.2:example91	ABSENT	#800	6	Seven Sketches 2.5: Cost is monoidal closed by truncated subtraction, and is a quantale
7sketches:2.5.2:ex92	PARTIAL	#800	6	part: Cost clauses (1b)/(2b) — the Cost base
7sketches:2.5.2:prop98	PARTIAL	#801	6	Seven Sketches 2.5: Closedness of a monoidal preorder equals distributivity of the tensor over joins
7sketches:2.3.3:def51	ABSENT	#308	6	also covered by existing issue
7sketches:2.5.2:prop96	ABSENT	#684	6	also covered by existing issue
7sketches:2.2.3:def-copy-axiom	PRESENT	-	-	Structure/Monoidal/Relevance.v:45 RelevanceMonoidal; Structure/Monoidal/CopyDiscard.v:82 CopyDiscard; Structure/Monoidal/Internal/Product.v:319 CC_RelevanceMonoidal
7sketches:2.2.3:def-discard-axiom	PRESENT	-	-	Structure/Monoidal/Semicartesian.v:37 SemicartesianMonoidal; Structure/Monoidal/Semicartesian.v:70 SemicartesianMonoidal_Terminal; Structure/Monoidal/Internal/Product.v:424 CC_SemicartesianMonoidal
7sketches:2.2.4:ex39	PRESENT	-	-	Construction/Opposite/Monoidal.v:92 Monoidal_op; Construction/Opposite/Monoidal.v:175 Symmetric_op; Structure/Monoidal/Proofs.v:201 inverse_triangle_identity
7sketches:2.2.4:example27	PRESENT	-	-	Instance/Two/Monoidal.v:105 Two_Monoidal; Instance/Two/Monoidal.v:80 Two_Cartesian; Instance/Two/Monoidal.v:98 Two_Terminal
7sketches:2.2.4:prop38	PRESENT	-	-	Construction/Opposite/Monoidal.v:175 Symmetric_op; Construction/Opposite/Monoidal.v:92 Monoidal_op; Construction/Opposite/Monoidal.v:66 Opposite_Tensor
7sketches:2.3.1:def46	PRESENT	-	-	Construction/Enriched.v:111 Enriched; Construction/Enriched/Two.v:131 Enriched_of_TwoPreorder
7sketches:2.3.1:example47	PRESENT	-	-	Construction/Enriched/Two.v:131 Enriched_of_TwoPreorder; Construction/Enriched/Two.v:71 TwoPreorder_of_Enriched; Construction/Enriched/Two.v:104 ehom_of_le_complete
7sketches:2.4.2:def69	PRESENT	-	-	Construction/Enriched.v:145 EnrichedFunctor; Construction/Enriched/Two.v:183 EnrichedFunctor_Two_monotone; Construction/Enriched.v:215 Functor_is_Enriched_over_Set
7sketches:2.4.2:example70	PRESENT	-	-	Construction/Enriched/Two.v:183 EnrichedFunctor_Two_monotone; Construction/Enriched/Two.v:175 MonotoneMap
7sketches:2.5.1:remark81	OUT_OF_SCOPE	-	-	OOS: Pure exposition — terminology and a forward-pointing reading of an equation alre
7sketches:2.5.2:remark95	OUT_OF_SCOPE	-	-	OOS: Pure motivational prose (a quantale personified as a 'navigator'); the only math
7sketches:2.5.3:example102	PRESENT	-	-	Instance/Rel.v:45 Rel
7sketches:3.2.1:example3.13	PARTIAL	#802	6	part: the free category on a single loop as (nat, +, 0)
7sketches:3.2.1:ex3.15	PARTIAL	#802	6	Seven Sketches 3.2: The free category on a single loop is the additive naturals, and free categories have only identity isomorphisms
7sketches:3.2.5:ex3.33	ABSENT	#802	6	Seven Sketches 3.2: The free category on a single loop is the additive naturals, and free categories have only identity isomorphisms
7sketches:3.2.3:construction-preorder-reflection	PARTIAL	#803	6	Seven Sketches 3.2.3: The preorder reflection of a category, and its left adjointness to the preorder inclusion
7sketches:3.2.3:prop-preorder-reflection-adjunction	ABSENT	#803	6	Seven Sketches 3.2.3: The preorder reflection of a category, and its left adjointness to the preorder inclusion
7sketches:3.2.3:ex3.21	ABSENT	#803	6	Seven Sketches 3.2.3: The preorder reflection of a category, and its left adjointness to the preorder inclusion
7sketches:3.2.3:ex3.22	ABSENT	#803	6	Seven Sketches 3.2.3: The preorder reflection of a category, and its left adjointness to the preorder inclusion
7sketches:3.2.3:remark3.23	PARTIAL	#803	6	Seven Sketches 3.2.3: The preorder reflection of a category, and its left adjointness to the preorder inclusion
7sketches:3.2.2:construction-square-categories	PARTIAL	#804	6	Seven Sketches 3.2.2/3.3.2: The free square category, its comparison with the commutative square, and the failure of the reverse comparison
7sketches:3.2.2:ex3.16	PARTIAL	#804	6	Seven Sketches 3.2.2/3.3.2: The free square category, its comparison with the commutative square, and the failure of the reverse comparison
7sketches:3.2.2:ex3.17	PARTIAL	#804	6	Seven Sketches 3.2.2/3.3.2: The free square category, its comparison with the commutative square, and the failure of the reverse comparison
7sketches:3.3.2:example3.38	PARTIAL	#804	6	Seven Sketches 3.2.2/3.3.2: The free square category, its comparison with the commutative square, and the failure of the reverse comparison
7sketches:3.3.2:ex3.39	ABSENT	#804	6	Seven Sketches 3.2.2/3.3.2: The free square category, its comparison with the commutative square, and the failure of the reverse comparison
7sketches:3.3.2:example3.41	ABSENT	#804	6	Seven Sketches 3.2.2/3.3.2: The free square category, its comparison with the commutative square, and the failure of the reverse comparison
7sketches:3.1:ex3.3	ABSENT	#805	6	Seven Sketches 3.1/3.3: Database schemas as finitely presented categories, and instances as Set-valued functors
7sketches:3.2.2:remark3.20	PARTIAL	#805	6	Seven Sketches 3.1/3.3: Database schemas as finitely presented categories, and instances as Set-valued functors
7sketches:3.3.3:def3.44	PARTIAL	#805	6	Seven Sketches 3.1/3.3: Database schemas as finitely presented categories, and instances as Set-valued functors
7sketches:3.3.3:example3.46	PARTIAL	#806	6	Seven Sketches 3.3.3: Instances on small presented schemas — idempotent endofunctions, involutions, and an equalizing pair
7sketches:3.3.3:ex3.48	PARTIAL	#806	6	Seven Sketches 3.3.3: Instances on small presented schemas — idempotent endofunctions, involutions, and an equalizing pair
7sketches:3.4.1:construction-dds-schema-functor	PARTIAL	#807	6	Seven Sketches 3.4.1: The one-loop schema — its instances are discrete dynamical systems, and migration along a schema functor
7sketches:3.4.1:ex3.67	PARTIAL	#807	6	Seven Sketches 3.4.1: The one-loop schema — its instances are discrete dynamical systems, and migration along a schema functor
7sketches:3.5.2:ex3.91	PARTIAL	#808	6	Seven Sketches 3.5.2: A product is exactly a terminal object in the category of cones
7sketches:3.5.3:remark3.100	ABSENT	#809	6	Seven Sketches 3.5.3: Restriction along a functor is a pullback of categories of elements
7sketches:3.2.1:ex3.10	PARTIAL	#666	6	also covered by existing issue
7sketches:3.2.1:ex3.12	PARTIAL	#224	6	also covered by existing issue
7sketches:3.2.1:example3.13	PARTIAL	#220	6	part: the both-directions correspondence (single-object category <-> monoid)
7sketches:3.2.2:def-finite-presentation	PARTIAL	#299	6	also covered by existing issue
7sketches:3.2.2:example3.18	PARTIAL	#666	6	also covered by existing issue
7sketches:3.2.2:ex3.19	ABSENT	#666	6	also covered by existing issue
7sketches:3.2.5:example3.29	PARTIAL	#645	6	also covered by existing issue
7sketches:3.2.5:def-cardinality	PARTIAL	#238	6	also covered by existing issue
7sketches:3.2.5:ex3.30	PARTIAL	#643	6	also covered by existing issue
7sketches:3.2.5:ex3.32	PARTIAL	#248	6	also covered by existing issue
7sketches:3.2.5:example3.34	PARTIAL	#246	6	also covered by existing issue
7sketches:3.3.2:example3.36	ABSENT	#233	6	also covered by existing issue
7sketches:3.3.2:ex3.37	ABSENT	#233	6	also covered by existing issue
7sketches:3.3.2:ex3.40	ABSENT	#235	6	also covered by existing issue
7sketches:3.3.2:example3.42	PARTIAL	#234	6	also covered by existing issue
7sketches:3.3.3:ex3.45	PARTIAL	#233	6	also covered by existing issue
7sketches:3.3.4:def3.51	PARTIAL	#216	6	also covered by existing issue
7sketches:3.3.4:example3.53	PARTIAL	#276	6	also covered by existing issue
7sketches:3.3.4:example3.56	PARTIAL	#276	6	also covered by existing issue
7sketches:3.3.4:example3.57	ABSENT	#242	6	also covered by existing issue
7sketches:3.3.4:ex3.58	ABSENT	#242	6	also covered by existing issue
7sketches:3.3.4:remark3.59	PARTIAL	#786	6	also covered by existing issue
7sketches:3.3.5:construction-gr	PARTIAL	#705	6	also covered by existing issue
7sketches:3.3.5:ex3.62	PARTIAL	#705	6	also covered by existing issue
7sketches:3.3.5:example3.63	PARTIAL	#705	6	also covered by existing issue
7sketches:3.3.5:ex3.64	PARTIAL	#705	6	also covered by existing issue
7sketches:3.4.2:example3.71	PARTIAL	#380	6	also covered by existing issue
7sketches:3.4.2:example3.74	PARTIAL	#443	6	part: clause 1 — free group/monoid/ring constructions
7sketches:3.4.2:example3.74	PARTIAL	#768	6	part: clause 2 — free preorder and free category on a graph
7sketches:3.4.2:example3.74	PARTIAL	#357	6	part: clauses 3-4 — discrete and codiscrete constructions
7sketches:3.4.2:example3.74	PARTIAL	#370	6	part: clause 5 — abelianization
7sketches:3.4.3:construction-sigma-delta-pi	PARTIAL	#590	6	also covered by existing issue
7sketches:3.4.4:construction-single-set-summaries	PARTIAL	#603	6	also covered by existing issue
7sketches:3.4.4:ex3.78	PARTIAL	#705	6	also covered by existing issue
7sketches:3.5.1:ex3.81	PARTIAL	#652	6	also covered by existing issue
7sketches:3.5.1:ex3.83	ABSENT	#652	6	also covered by existing issue
7sketches:3.5.1:prop3.84	ABSENT	#247	6	also covered by existing issue
7sketches:3.5.1:remark3.85	PARTIAL	#247	6	also covered by existing issue
7sketches:3.5.1:ex3.88	PARTIAL	#422	6	also covered by existing issue
7sketches:3.5.1:ex3.90	PARTIAL	#273	6	also covered by existing issue
7sketches:3.5.3:thm3.95	PARTIAL	#407	6	also covered by existing issue
7sketches:3.5.3:ex3.98	ABSENT	#334	6	also covered by existing issue
7sketches:3.2.1:construction-walking-arrow	PRESENT	-	-	Instance/Two.v:134 _2; Instance/Two/Monoidal.v:26 two_thin; Theory/Metacategory.v:388 TwoArrows
7sketches:3.2.1:def3.7	PRESENT	-	-	Construction/Free/Quiver.v:431 FreeOnQuiver; Construction/Free/Quiver.v:550 FreeForgetfulAdjunction
7sketches:3.2.1:ex3.9	PRESENT	-	-	Construction/Free/Quiver.v:431 FreeOnQuiver; Lib/TList.v:208 tlist_app_assoc
7sketches:3.2.3:construction-preorder-as-category	PRESENT	-	-	Instance/Proset.v:33 Proset; Construction/Enriched/Two.v:165 Enriched_Two_preorder
7sketches:3.2.4:def-finset	PRESENT	-	-	Instance/FinSet.v:116 FinSet
7sketches:3.2.4:def3.24	PRESENT	-	-	Instance/Sets.v:188 Sets; Instance/Coq.v:120 Coq
7sketches:3.2.4:ex3.25	PRESENT	-	-	Instance/FinSet/Closed.v:79 fin_apply_tabulate; Instance/FinSet/Closed.v:90 fin_tabulate_apply; Instance/FinSet/Closed.v:132 FinSet_Closed
7sketches:3.2.4:example3.27	PRESENT	-	-	Construction/Opposite.v:106 Opposite; Construction/Opposite.v:126 op_invol
7sketches:3.2.4:remark3.26	PRESENT	-	-	Construction/Enriched.v:163 Category_is_Enriched_over_Set; Construction/Enriched/Two.v:165 Enriched_Two_preorder
7sketches:3.2.5:def3.28	PRESENT	-	-	Theory/Isomorphism.v:113 Isomorphism; Theory/Isomorphism.v:133 IsIsomorphism; Theory/Isomorphism.v:301 comp_inverse_unique
7sketches:3.2.5:ex3.31	PRESENT	-	-	Theory/Isomorphism.v:149 iso_id
7sketches:3.2:def3.6	PRESENT	-	-	Theory/Category.v:111 Category
7sketches:3.3.2:def3.35	PRESENT	-	-	Theory/Functor.v:96 Functor
7sketches:3.3.2:ex3.43	PRESENT	-	-	Instance/Cat.v:142 Cat; Theory/Functor.v:247 Id; Theory/Functor.v:258 Compose
7sketches:3.3.3:def-set-valued-functor	PRESENT	-	-	Functor/Hom/Yoneda.v:182 Covariant_Yoneda_Lemma; Functor/Representable.v:46 Representable; Instance/Sets.v:188 Sets
7sketches:3.3.4:def3.49	PRESENT	-	-	Theory/Natural/Transformation.v:113 Transform; Instance/Fun.v:255 Functor_Setoid_Nat_Iso; Theory/Natural/Transformation.v:129 Build_Transform'
7sketches:3.3.4:def3.54	PRESENT	-	-	Instance/Fun.v:108 Fun; Instance/Cat/Cartesian/Closed.v:47 Cat_Closed
7sketches:3.3.4:ex3.55	PRESENT	-	-	Instance/Fun.v:108 Fun; Theory/Natural/Transformation.v:231 nat_compose; Instance/Fun.v:129 nat_id_left / nat_id_right / nat_comp_assoc
7sketches:3.3.4:example3.52	PRESENT	-	-	Theory/Natural/Transformation.v:129 Build_Transform'; Theory/Natural/Transformation.v:113 Transform
7sketches:3.3.5:def3.60	PRESENT	-	-	Instance/Fun.v:108 Fun; Theory/Natural/Transformation.v:113 Transform
7sketches:3.4.1:def3.68	PRESENT	-	-	Theory/Kan/Extension.v:127 Induced; Theory/Natural/Transformation.v:329 whisker_right
7sketches:3.4.2:def3.70	PRESENT	-	-	Adjunction/Hom.v:72 Adjunction_Hom; Theory/Adjunction.v:130 Adjunction; Theory/Adjunction.v:195 adj_univ
7sketches:3.4.2:ex3.73	PRESENT	-	-	Structure/Cartesian.v:172 first; Functor/Hom/Internal.v:40 InternalHomFunctor; Structure/Cartesian.v:333 first_comp
7sketches:3.4.2:example3.72	PARTIAL	#239	6	deduped onto the currying-adjunction issue (orphan found on audit: reclassified PARTIAL but never given a home)
7sketches:3.4.4:ex3.76	PRESENT	-	-	Instance/One.v:47 Erase; Instance/One.v:54 Cat_Terminal
7sketches:3.5.1:def3.79	PRESENT	-	-	Structure/Terminal.v:107 Terminal
7sketches:3.5.1:def3.86	PRESENT	-	-	Structure/Cartesian.v:145 IsCartesianProduct; Structure/Cartesian.v:121 Cartesian; Structure/Cartesian.v:211 exl_fork / exr_fork / fork_exl_exr
7sketches:3.5.1:ex3.82	PRESENT	-	-	Instance/One.v:54 Cat_Terminal
7sketches:3.5.1:example3.80	PRESENT	-	-	Instance/Sets.v:248 Sets_Terminal; Instance/Coq.v:132 Coq_Terminal
7sketches:3.5.1:example3.87	PRESENT	-	-	Instance/Sets/Cartesian.v:32 Sets_Cartesian; Instance/Coq.v:141 Coq_Cartesian
7sketches:3.5.1:example3.89	PRESENT	-	-	Construction/Product.v:95 Product; Instance/Cat/Cartesian.v:39 Cat_Cartesian
7sketches:3.5.2:construction-cone-xy	PRESENT	-	-	Instance/Cones.v:29 Cones; Instance/Two/Discrete.v:111 Pick_Two; Instance/Cones/Comma.v:73 Cones_Comma
7sketches:3.5.2:def3.92	PRESENT	-	-	Structure/Cone.v:24 ACone; Instance/Cones.v:29 Cones; Instance/Cones/Limit.v:37 Limit_Cones
7sketches:3.5.2:example3.93	PRESENT	-	-	Structure/Limit/Terminal.v:33 Terminal_Limit
7sketches:3.5.2:example3.94	PRESENT	-	-	Structure/Limit/Cartesian.v:39 Cartesian_Limit; Structure/Limit/Product.v:119 limit_is_indexed_product
7sketches:3.5.3:ex3.97	PRESENT	-	-	Structure/Limit/Cartesian.v:39 Cartesian_Limit; Instance/Sets/Cartesian.v:32 Sets_Cartesian; Structure/Limit/Product.v:105 iprod_ump
7sketches:3.5.3:example3.96	PRESENT	-	-	Structure/Limit/Terminal.v:33 Terminal_Limit; Instance/Sets.v:248 Sets_Terminal
7sketches:3.5.3:example3.99	PRESENT	-	-	Structure/Pullback/Limit.v:68 Pullback_to_Universal; Structure/Pullback/Limit.v:113 Pullback_from_Universal; Instance/FinSet/Classifier.v:264 FinSet_Pullbacks
7sketches:3.5.4:def3.102	PRESENT	-	-	Structure/Limit/Preservation.v:147 ump_colimit; Structure/Limit/Preservation.v:120 cocone_inj_coherence
7sketches:3.5.4:ex3.101	PRESENT	-	-	Functor/Opposite.v:31 Opposite_Functor; Functor/Opposite.v:49 Opposite_Functor_invol
7sketches:4.1:def-codesign-diagram	PARTIAL	#810	6	Seven Sketches 4.1: Co-design diagrams — a typed box-and-wire syntax denoting feasibility relations
7sketches:4.2.2:def4.8	PARTIAL	#811	6	Seven Sketches 4.2: V-profunctors over a quantale, and feasibility relations as the Boolean case
7sketches:4.2.1:def4.2	PARTIAL	#811	6	Seven Sketches 4.2: V-profunctors over a quantale, and feasibility relations as the Boolean case
7sketches:4.2.2:ex4.9	ABSENT	#811	6	Seven Sketches 4.2: V-profunctors over a quantale, and feasibility relations as the Boolean case
7sketches:4.2.2:ex4.10	ABSENT	#811	6	Seven Sketches 4.2: V-profunctors over a quantale, and feasibility relations as the Boolean case
7sketches:4.2.3:ex4.18	ABSENT	#811	6	Seven Sketches 4.2: V-profunctors over a quantale, and feasibility relations as the Boolean case
7sketches:4.2.2:example4.11	ABSENT	#812	6	Seven Sketches 4.2: The bridge presentation of a Bool-profunctor, and its feasibility matrix
7sketches:4.2.2:ex4.12	ABSENT	#812	6	Seven Sketches 4.2: The bridge presentation of a Bool-profunctor, and its feasibility matrix
7sketches:4.3.1:def4.21	PARTIAL	#813	6	Seven Sketches 4.3: Composition of V-profunctors, the unit profunctor, and the category Prof_V
7sketches:4.3.2:def4.25	PARTIAL	#813	6	Seven Sketches 4.3: Composition of V-profunctors, the unit profunctor, and the category Prof_V
7sketches:4.3.2:lem4.27	PARTIAL	#813	6	Seven Sketches 4.3: Composition of V-profunctors, the unit profunctor, and the category Prof_V
